,Country Code,City,Year,Country Name,CDP_TotalEmissions,CDP_Longitude,CDP_Latitude,OWID_iso_code,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,OWID_population,OWID_gdp,GINI_GINI,POP_Population,GDP_GDP,HDI_HDI Rank,HDI_HDI,Temp_AvgTemperature,City_Longitude,City_Latitude,City_Population,City_Land_Area,City_HDI,City_GINI,City_Overall Score (GDP),City_Property Rights,City_Government Integrity,City_Judicial Effectiveness,City_Tax Burden,City_Government Spending,City_Fiscal Health,City_Business Freedom,City_Labor Freedom,City_Monetary Freedom,City_Trade Freedom,City_Investment Freedom,City_Financial Freedom
954,USA,Broward,2020,United States,24931114.0,80.3659,26.1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,,,,,,,,,,,,,,,,,,,,,
955,USA,Brownsville,2017,United States,2165653.0,-97.4975,25.9017,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924,,,,,,,,,,,,,,,,,,,,
956,USA,Burlington,2013,United States,287535.99,-73.2121,44.4759,USA,5514.029,2.729,146.461,5818.528,304.499,5.522,17.427,18.39,15.76,378008.66,26.275,0.342,0.361,0.215,36.369,1739.503,54.975,1427.4720000000002,2224.935,30.776,0.115,5.497999999999998,0.174,4.512,7.032,0.097,11.658,19.132,21.824,15.749,2.548,165740.63,141979.24,65239.795,1788.9,2607.201,24.201,27.93,33.416,12.15,7.98,6056.31,19.141,643.66,2.0340000000000003,251.19,0.794,25679.335,81160.729,1.595,316400992.0,16100000000000.0,40.7,81.29899999999998,76.0,17.0,0.918,,,,,,,,,,,,,,,,,,,,
957,USA,Burlington,2014,United States,287535.99,-73.2121,44.4759,USA,5561.719,0.865,47.69,5854.312,292.593,5.261,17.453,18.371,15.78,383570.379,26.024,0.337,0.355,0.214,39.439,1732.2120000000002,60.163,1455.405,2242.391,32.11,0.124,5.436,0.189,4.567,7.037000000000001,0.101,11.591,19.093,22.084,16.677,2.658,167472.842,144221.631,66695.201,1849.063,2646.64,23.931,27.731,33.046,12.258,7.749,6097.75,19.135,650.62,2.042,251.37,0.789,25968.993,81491.037,1.574,318672992.0,16500000000000.0,41.5,81.483,75.5,17.0,0.92,,,,,,,,,,,,,,,,,,,,
958,USA,Burlington,2015,United States,287535.99,-73.2121,44.4759,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921,,-73.21207199999998,44.4758825,42284.0,40.1,0.921,41.2,76.2,80.0,73.0,76.50288600288599,66.2,51.8,54.01551226551214,88.8,98.5,76.6,87.0,70.0,70.0
959,USA,Burlington,2016,United States,405385.3,-73.2121,44.4759,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922,,,,,,,,,,,,,,,,,,,,
960,USA,Burlington,2017,United States,405385.0,-73.2121,44.4759,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924,,,,,,,,,,,,,,,,,,,,
961,USA,Burlington,2019,United States,359615.0,-73.2121,44.4759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,,,,,,,,,,,,,,,,,,,,,
962,USA,Cambridge MA,2017,United States,1462236.0,-93.3273,45.601000000000006,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924,,,,,,,,,,,,,,,,,,,,
963,USA,Charlotte,2020,United States,423285081.0,-80.8431,35.2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,,,,,,,,,,,,,,,,,,,,,
964,USA,Charlottesville,2018,United States,343795.0,-78.4767,38.0293,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925,,-78.4767,38.0293,47626.25,26.9,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
965,USA,Charlottesville,2019,United States,343795.0,-78.4767,38.0293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,,,,,,,,,,,,,,,,,,,,,
966,USA,Charlottesville VA,2017,United States,720870.0,-78.4767,38.0293,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924,,,,,,,,,,,,,,,,,,,,
967,USA,Chicago,2013,United States,33545577.0,-87.6298,41.8781,USA,5514.029,2.729,146.461,5818.528,304.499,5.522,17.427,18.39,15.76,378008.66,26.275,0.342,0.361,0.215,36.369,1739.503,54.975,1427.4720000000002,2224.935,30.776,0.115,5.497999999999998,0.174,4.512,7.032,0.097,11.658,19.132,21.824,15.749,2.548,165740.63,141979.24,65239.795,1788.9,2607.201,24.201,27.93,33.416,12.15,7.98,6056.31,19.141,643.66,2.0340000000000003,251.19,0.794,25679.335,81160.729,1.595,316400992.0,16100000000000.0,40.7,81.29899999999998,76.0,17.0,0.918,,,,,,,,,,,,,,,,,,,,
968,USA,Chicago,2015,United States,33500000.0,-87.6298,41.8781,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921,,-87.62979820000002,41.8781136,2714889.25,606.0,0.921,41.2,76.2,80.0,73.0,76.50288600288599,66.2,51.8,54.01551226551214,88.8,98.5,76.6,87.0,70.0,70.0
969,USA,Chicago,2015,United States,33500000.0,-87.6298,41.8781,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921,,-87.629798,41.878114,8524670.0,10544.9,0.921,41.2,76.2,80.0,73.0,76.50288600288599,66.2,51.8,54.01551226551214,88.8,98.5,76.6,87.0,70.0,70.0
970,USA,Chicago,2016,United States,33500000.0,-87.6298,41.8781,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922,,,,,,,,,,,,,,,,,,,,
971,USA,Chicago,2017,United States,30955862.0,-87.6298,41.8781,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924,,,,,,,,,,,,,,,,,,,,
972,USA,Chicago,2018,United States,31550781.0,-87.6298,41.8781,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925,,,,,,,,,,,,,,,,,,,,
973,USA,Chicago,2019,United States,32651380.0,-87.6298,41.8781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,,,,,,,,,,,,,,,,,,,,,
974,USA,Chula Vista,2018,United States,1143624.13,-117.084,32.64,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925,,,,,,,,,,,,,,,,,,,,
975,USA,Cincinnati,2017,United States,7318055.0,-84.512,39.1031,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924,,,,,,,,,,,,,,,,,,,,
976,USA,Cincinnati,2018,United States,7598473.0,-84.512,39.1031,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925,,,,,,,,,,,,,,,,,,,,
977,USA,Cincinnati,2019,United States,7598473.0,-84.512,39.1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,,,,,,,,,,,,,,,,,,,,,
978,USA,Cleveland,2013,United States,12892686.0,-81.6944,41.4993,USA,5514.029,2.729,146.461,5818.528,304.499,5.522,17.427,18.39,15.76,378008.66,26.275,0.342,0.361,0.215,36.369,1739.503,54.975,1427.4720000000002,2224.935,30.776,0.115,5.497999999999998,0.174,4.512,7.032,0.097,11.658,19.132,21.824,15.749,2.548,165740.63,141979.24,65239.795,1788.9,2607.201,24.201,27.93,33.416,12.15,7.98,6056.31,19.141,643.66,2.0340000000000003,251.19,0.794,25679.335,81160.729,1.595,316400992.0,16100000000000.0,40.7,81.29899999999998,76.0,17.0,0.918,,,,,,,,,,,,,,,,,,,,
979,USA,Cleveland,2014,United States,11889595.0,-81.6944,41.4993,USA,5561.719,0.865,47.69,5854.312,292.593,5.261,17.453,18.371,15.78,383570.379,26.024,0.337,0.355,0.214,39.439,1732.2120000000002,60.163,1455.405,2242.391,32.11,0.124,5.436,0.189,4.567,7.037000000000001,0.101,11.591,19.093,22.084,16.677,2.658,167472.842,144221.631,66695.201,1849.063,2646.64,23.931,27.731,33.046,12.258,7.749,6097.75,19.135,650.62,2.042,251.37,0.789,25968.993,81491.037,1.574,318672992.0,16500000000000.0,41.5,81.483,75.5,17.0,0.92,,,,,,,,,,,,,,,,,,,,
980,USA,Cleveland,2015,United States,11889595.0,-81.6944,41.4993,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921,,-81.6943605,41.49932,388678.66666666674,201.0,0.921,41.2,76.2,80.0,73.0,76.0,66.2,51.8,54.05,88.8,98.5,76.6,87.0,70.0,70.0
981,USA,Cleveland,2016,United States,11889595.0,-81.6944,41.4993,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922,,-81.6943605,41.49932,388678.66666666674,201.0,0.922,41.1,75.4,80.0,74.0,76.0,65.6,54.7,54.05,84.7,91.4,77.0,87.0,70.0,70.0
982,USA,Cleveland,2017,United States,7688447.0,-81.6944,41.4993,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924,,-81.6943605,41.49932,388678.66666666674,201.0,0.924,41.2,75.1,81.3,78.1,75.1,65.3,55.9,53.3,84.4,91.0,80.1,87.1,80.0,70.0
983,USA,Cleveland,2018,United States,12005627.0,-81.6944,41.4993,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925,,-81.6943605,41.49932,388678.66666666674,201.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
984,USA,Cleveland,2019,United States,11438785.0,-81.6944,41.4993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,,,,,,,,,,,,,,,,,,,,,
985,USA,Columbia,2016,United States,7386407.0,-77.03687070000001,38.9071923,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922,,,,,,,,,,,,,,,,,,,,
986,USA,Columbia MO,2017,United States,3247578.0,-92.3341,38.9517,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924,,,,,,,,,,,,,,,,,,,,
987,USA,Columbia MO,2018,United States,2435588.0,-92.3341,38.9517,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925,,,,,,,,,,,,,,,,,,,,
988,USA,Columbia SC,2017,United States,1848635.0,-81.0348,34.0007,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924,,,,,,,,,,,,,,,,,,,,
989,USA,Columbus,2015,United States,9103603.0,-82.9988,39.9612,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921,,-82.9987942,39.9611755,872181.8,563.0,0.921,41.2,76.2,80.0,73.0,76.86666666666666,66.2,51.8,53.73333333333333,88.8,98.5,76.6,87.0,70.0,70.0
990,USA,Columbus,2016,United States,10983600.0,-82.9988,39.9612,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922,,,,,,,,,,,,,,,,,,,,
991,USA,Columbus,2018,United States,9879926.0,-82.9988,39.9612,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925,,-82.9987942,39.9611755,872181.8,563.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
992,USA,Columbus,2019,United States,11550618.0,-82.9988,39.9612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,,,,,,,,,,,,,,,,,,,,,
993,USA,Cupertino,2017,United States,296048.0,-122.03200000000001,37.323,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924,,,,,,,,,,,,,,,,,,,,
994,USA,Cupertino,2018,United States,208797.0,-122.03200000000001,37.323,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925,,,,,,,,,,,,,,,,,,,,
995,USA,Cupertino,2019,United States,208795.1,-122.03200000000001,37.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,,,,,,,,,,,,,,,,,,,,,
996,USA,Cuyahoga,2019,United States,22572755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,,,,,,,,,,,,,,,,,,,,,
997,USA,Dallas,2013,United States,17229388.0,-96.8004,32.7801,USA,5514.029,2.729,146.461,5818.528,304.499,5.522,17.427,18.39,15.76,378008.66,26.275,0.342,0.361,0.215,36.369,1739.503,54.975,1427.4720000000002,2224.935,30.776,0.115,5.497999999999998,0.174,4.512,7.032,0.097,11.658,19.132,21.824,15.749,2.548,165740.63,141979.24,65239.795,1788.9,2607.201,24.201,27.93,33.416,12.15,7.98,6056.31,19.141,643.66,2.0340000000000003,251.19,0.794,25679.335,81160.729,1.595,316400992.0,16100000000000.0,40.7,81.29899999999998,76.0,17.0,0.918,,,,,,,,,,,,,,,,,,,,
998,USA,Dallas,2014,United States,17229388.0,-96.8004,32.7801,USA,5561.719,0.865,47.69,5854.312,292.593,5.261,17.453,18.371,15.78,383570.379,26.024,0.337,0.355,0.214,39.439,1732.2120000000002,60.163,1455.405,2242.391,32.11,0.124,5.436,0.189,4.567,7.037000000000001,0.101,11.591,19.093,22.084,16.677,2.658,167472.842,144221.631,66695.201,1849.063,2646.64,23.931,27.731,33.046,12.258,7.749,6097.75,19.135,650.62,2.042,251.37,0.789,25968.993,81491.037,1.574,318672992.0,16500000000000.0,41.5,81.483,75.5,17.0,0.92,,,,,,,,,,,,,,,,,,,,
999,USA,Dallas,2015,United States,17229388.0,-96.8004,32.7801,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921,,-96.80045109999999,32.78013989999999,1301361.5,999.0,0.921,41.2,76.2,80.0,73.0,76.50288600288599,66.2,51.8,54.01551226551214,88.8,98.5,76.6,87.0,70.0,70.0
